FechaHora,Valor
2025-01-01 12:00:00,715.76
2025-01-01 11:00:00,715.59
2025-01-01 10:00:00,678.31
2025-01-01 09:00:00,628.97
2025-01-01 08:00:00,569.0
2025-01-01 07:00:00,522.36
2025-01-01 06:00:00,497.44
2025-01-01 05:00:00,487.4
2025-01-01 04:00:00,486.7
2025-01-01 03:00:00,504.51
2025-01-01 02:00:00,533.82
2025-01-01 01:00:00,560.62
2025-01-01 00:00:00,563.41
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,407.52
2025-01-01 16:00:00,2487.42
2025-01-01 15:00:00,3553.06
2025-01-01 14:00:00,4735.61
2025-01-01 13:00:00,8621.98
2025-01-01 12:00:00,9193.48
2025-01-01 11:00:00,7971.69
2025-01-01 10:00:00,6348.59
2025-01-01 09:00:00,4295.91
2025-01-01 08:00:00,4898.85
2025-01-01 07:00:00,973.85
2025-01-01 06:00:00,210.33
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,13982.7
2025-01-01 22:00:00,13925.01
2025-01-01 21:00:00,13955.4
2025-01-01 20:00:00,14049.16
2025-01-01 19:00:00,13934.76
2025-01-01 18:00:00,14018.62
2025-01-01 17:00:00,14044.25
2025-01-01 16:00:00,14060.11
2025-01-01 15:00:00,13864.02
2025-01-01 14:00:00,14392.31
2025-01-01 13:00:00,14089.82
2025-01-01 12:00:00,14130.09
2025-01-01 11:00:00,14133.58
2025-01-01 10:00:00,14102.6
2025-01-01 09:00:00,14131.78
2025-01-01 08:00:00,14224.61
2025-01-01 07:00:00,14360.75
2025-01-01 06:00:00,14322.33
2025-01-01 05:00:00,14284.9
2025-01-01 04:00:00,14596.05
2025-01-01 03:00:00,14506.36
2025-01-01 02:00:00,15431.36
2025-01-01 01:00:00,20726.59
2025-01-01 00:00:00,23347.5
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,0.0
2025-01-01 16:00:00,0.0
2025-01-01 15:00:00,0.0
2025-01-01 14:00:00,0.0
2025-01-01 13:00:00,0.0
2025-01-01 12:00:00,0.0
2025-01-01 11:00:00,0.0
2025-01-01 10:00:00,0.0
2025-01-01 09:00:00,0.0
2025-01-01 08:00:00,0.0
2025-01-01 07:00:00,0.0
2025-01-01 06:00:00,0.0
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,14365.4
2025-01-01 22:00:00,13768.7
2025-01-01 21:00:00,13231.2
2025-01-01 20:00:00,12678.1
2025-01-01 19:00:00,12378.6
2025-01-01 18:00:00,12230.0
2025-01-01 17:00:00,12235.0
2025-01-01 16:00:00,12290.0
2025-01-01 15:00:00,12247.7
2025-01-01 14:00:00,12216.3
2025-01-01 13:00:00,12218.2
2025-01-01 12:00:00,12326.9
2025-01-01 11:00:00,12418.6
2025-01-01 10:00:00,12354.9
2025-01-01 09:00:00,12313.4
2025-01-01 08:00:00,12360.9
2025-01-01 07:00:00,12404.1
2025-01-01 06:00:00,12386.2
2025-01-01 05:00:00,12354.5
2025-01-01 04:00:00,12380.3
2025-01-01 03:00:00,12390.7
2025-01-01 02:00:00,12385.1
2025-01-01 01:00:00,12362.1
2025-01-01 00:00:00,12414.6
2025-01-01 23:00:00,5818.5
2025-01-01 22:00:00,5846.2
2025-01-01 21:00:00,5871.0
2025-01-01 20:00:00,5945.9
2025-01-01 19:00:00,5993.3
2025-01-01 18:00:00,6049.3
2025-01-01 17:00:00,6177.0
2025-01-01 16:00:00,6207.1
2025-01-01 15:00:00,6234.2
2025-01-01 14:00:00,6327.0
2025-01-01 13:00:00,6402.8
2025-01-01 12:00:00,6464.3
2025-01-01 11:00:00,6550.8
2025-01-01 10:00:00,6647.9
2025-01-01 09:00:00,6716.2
2025-01-01 08:00:00,6854.7
2025-01-01 07:00:00,7079.3
2025-01-01 06:00:00,7135.4
2025-01-01 05:00:00,7175.2
2025-01-01 04:00:00,7177.1
2025-01-01 03:00:00,7177.2
2025-01-01 02:00:00,7175.0
2025-01-01 01:00:00,7134.4
2025-01-01 00:00:00,6877.1
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,73.62
2025-01-01 16:00:00,343.2
2025-01-01 15:00:00,882.6
2025-01-01 14:00:00,1898.4
2025-01-01 13:00:00,4276.8
2025-01-01 12:00:00,5731.2
2025-01-01 11:00:00,7031.4
2025-01-01 10:00:00,5902.8
2025-01-01 09:00:00,5346.6
2025-01-01 08:00:00,4004.4
2025-01-01 07:00:00,1241.4
2025-01-01 06:00:00,105.9
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,0.0
2025-01-01 16:00:00,0.0
2025-01-01 15:00:00,0.0
2025-01-01 14:00:00,0.0
2025-01-01 13:00:00,0.0
2025-01-01 12:00:00,0.0
2025-01-01 11:00:00,0.0
2025-01-01 10:00:00,0.0
2025-01-01 09:00:00,0.0
2025-01-01 08:00:00,0.0
2025-01-01 07:00:00,0.0
2025-01-01 06:00:00,0.0
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,3589.2
2025-01-01 22:00:00,3527.55
2025-01-01 21:00:00,3525.75
2025-01-01 20:00:00,3531.15
2025-01-01 19:00:00,3535.5
2025-01-01 18:00:00,3536.4
2025-01-01 17:00:00,3538.35
2025-01-01 16:00:00,3541.2
2025-01-01 15:00:00,3548.7
2025-01-01 14:00:00,3554.7
2025-01-01 13:00:00,3561.0
2025-01-01 12:00:00,3564.75
2025-01-01 11:00:00,3570.45
2025-01-01 10:00:00,3505.8
2025-01-01 09:00:00,3495.0
2025-01-01 08:00:00,3536.85
2025-01-01 07:00:00,3548.55
2025-01-01 06:00:00,3557.85
2025-01-01 05:00:00,3572.85
2025-01-01 04:00:00,3577.05
2025-01-01 03:00:00,3583.05
2025-01-01 02:00:00,3585.9
2025-01-01 01:00:00,3589.35
2025-01-01 00:00:00,3596.25
2025-01-01 23:00:00,124334.36
2025-01-01 22:00:00,122767.88
2025-01-01 21:00:00,124182.48
2025-01-01 20:00:00,163038.02
2025-01-01 19:00:00,174635.09
2025-01-01 18:00:00,183719.7
2025-01-01 17:00:00,124632.61
2025-01-01 16:00:00,123969.33
2025-01-01 15:00:00,124029.85
2025-01-01 14:00:00,124119.92
2025-01-01 13:00:00,124219.15
2025-01-01 12:00:00,124384.68
2025-01-01 11:00:00,124469.18
2025-01-01 10:00:00,124430.37
2025-01-01 09:00:00,124335.43
2025-01-01 08:00:00,124234.8
2025-01-01 07:00:00,123932.72
2025-01-01 06:00:00,123883.56
2025-01-01 05:00:00,123740.15
2025-01-01 04:00:00,123813.72
2025-01-01 03:00:00,123660.8
2025-01-01 02:00:00,123606.37
2025-01-01 01:00:00,123811.41
2025-01-01 00:00:00,123980.82
2025-01-01 23:00:00,1041.69
2025-01-01 22:00:00,1040.88
2025-01-01 21:00:00,1040.45
2025-01-01 20:00:00,1039.55
2025-01-01 19:00:00,1037.59
2025-01-01 18:00:00,1048.14
2025-01-01 17:00:00,1045.62
2025-01-01 16:00:00,1065.89
2025-01-01 15:00:00,1063.41
2025-01-01 14:00:00,1066.57
2025-01-01 13:00:00,1066.44
2025-01-01 12:00:00,1067.6
2025-01-01 11:00:00,1068.11
2025-01-01 10:00:00,1067.6
2025-01-01 09:00:00,1073.71
2025-01-01 08:00:00,1093.33
2025-01-01 07:00:00,1086.45
2025-01-01 06:00:00,1078.37
2025-01-01 05:00:00,1084.1
2025-01-01 04:00:00,1088.5
2025-01-01 03:00:00,1100.13
2025-01-01 02:00:00,1094.7
2025-01-01 01:00:00,1080.29
2025-01-01 00:00:00,1093.25
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,38.89
2025-01-01 16:00:00,907.65
2025-01-01 15:00:00,3655.8
2025-01-01 14:00:00,5017.71
2025-01-01 13:00:00,9010.35
2025-01-01 12:00:00,7241.18
2025-01-01 11:00:00,7291.8
2025-01-01 10:00:00,7813.58
2025-01-01 09:00:00,6924.83
2025-01-01 08:00:00,5493.38
2025-01-01 07:00:00,3069.0
2025-01-01 06:00:00,2605.28
2025-01-01 05:00:00,79.25
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,1868.28
2025-01-01 22:00:00,1915.03
2025-01-01 21:00:00,1856.61
2025-01-01 20:00:00,1848.28
2025-01-01 19:00:00,1821.4
2025-01-01 18:00:00,1791.84
2025-01-01 17:00:00,1568.67
2025-01-01 16:00:00,1691.44
2025-01-01 15:00:00,1660.15
2025-01-01 14:00:00,1356.79
2025-01-01 13:00:00,1835.85
2025-01-01 12:00:00,1794.87
2025-01-01 11:00:00,1588.41
2025-01-01 10:00:00,1212.93
2025-01-01 09:00:00,1243.04
2025-01-01 08:00:00,1605.06
2025-01-01 07:00:00,1928.23
2025-01-01 06:00:00,1972.37
2025-01-01 05:00:00,1916.31
2025-01-01 04:00:00,1946.92
2025-01-01 03:00:00,1940.37
2025-01-01 02:00:00,1989.12
2025-01-01 01:00:00,1954.14
2025-01-01 00:00:00,1647.2
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,5604.55
2025-01-01 16:00:00,2395.45
2025-01-01 15:00:00,3100.34
2025-01-01 14:00:00,27474.24
2025-01-01 13:00:00,72101.94
2025-01-01 12:00:00,82898.56
2025-01-01 11:00:00,90091.97
2025-01-01 10:00:00,93191.71
2025-01-01 09:00:00,73745.09
2025-01-01 08:00:00,54527.7
2025-01-01 07:00:00,22059.65
2025-01-01 06:00:00,933.77
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,638.08
2025-01-01 16:00:00,6871.68
2025-01-01 15:00:00,10703.05
2025-01-01 14:00:00,8984.52
2025-01-01 13:00:00,8617.86
2025-01-01 12:00:00,9838.82
2025-01-01 11:00:00,11497.13
2025-01-01 10:00:00,12019.39
2025-01-01 09:00:00,12163.39
2025-01-01 08:00:00,11993.82
2025-01-01 07:00:00,4671.75
2025-01-01 06:00:00,620.56
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.03
2025-01-01 17:00:00,33.14
2025-01-01 16:00:00,218.76
2025-01-01 15:00:00,491.18
2025-01-01 14:00:00,962.12
2025-01-01 13:00:00,769.56
2025-01-01 12:00:00,890.31
2025-01-01 11:00:00,814.82
2025-01-01 10:00:00,920.64
2025-01-01 09:00:00,681.04
2025-01-01 08:00:00,255.09
2025-01-01 07:00:00,62.84
2025-01-01 06:00:00,4.15
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,0.0
2025-01-01 16:00:00,0.0
2025-01-01 15:00:00,0.0
2025-01-01 14:00:00,0.0
2025-01-01 13:00:00,0.0
2025-01-01 12:00:00,0.0
2025-01-01 11:00:00,0.0
2025-01-01 10:00:00,0.0
2025-01-01 09:00:00,0.0
2025-01-01 08:00:00,0.0
2025-01-01 07:00:00,0.0
2025-01-01 06:00:00,0.0
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,0.0
2025-01-01 16:00:00,0.0
2025-01-01 15:00:00,0.0
2025-01-01 14:00:00,0.0
2025-01-01 13:00:00,0.0
2025-01-01 12:00:00,0.0
2025-01-01 11:00:00,0.0
2025-01-01 10:00:00,0.0
2025-01-01 09:00:00,0.0
2025-01-01 08:00:00,0.0
2025-01-01 07:00:00,0.0
2025-01-01 06:00:00,0.0
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,8832.0
2025-01-01 22:00:00,8860.0
2025-01-01 21:00:00,8840.0
2025-01-01 20:00:00,8865.0
2025-01-01 19:00:00,8881.0
2025-01-01 18:00:00,8882.0
2025-01-01 17:00:00,8912.0
2025-01-01 16:00:00,8941.0
2025-01-01 15:00:00,8976.0
2025-01-01 14:00:00,8983.0
2025-01-01 13:00:00,9041.0
2025-01-01 12:00:00,9049.0
2025-01-01 11:00:00,9072.0
2025-01-01 10:00:00,9105.0
2025-01-01 09:00:00,9074.0
2025-01-01 08:00:00,9155.0
2025-01-01 07:00:00,9171.0
2025-01-01 06:00:00,9175.0
2025-01-01 05:00:00,9173.0
2025-01-01 04:00:00,9173.0
2025-01-01 03:00:00,9175.0
2025-01-01 02:00:00,9175.0
2025-01-01 01:00:00,9129.0
2025-01-01 00:00:00,9126.0
2025-01-01 23:00:00,1081.0
2025-01-01 22:00:00,1025.0
2025-01-01 21:00:00,809.0
2025-01-01 20:00:00,809.0
2025-01-01 19:00:00,809.0
2025-01-01 18:00:00,865.0
2025-01-01 17:00:00,1010.0
