FechaPublicacion,Etapa,FechaInicio,FechaFin,Caso,NombreCaso,CodigoAreaOperativa,AportesProyectados,AnioEstudio,SemanaEstudio
2025-01-14,20,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0128,27988700.0,2025,2
2025-05-04,4,2025-05-26,2025-06-01,Caso4,HEsperado,Are0010,323442848.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0010,483185728.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0010,237314288.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Promedio,Are0010,351802272.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso3,H18-20,Are0010,434428576.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso2,H15-17,Are0010,193085712.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso1,H94-96,Are0010,287685728.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso5,HContingencia,Are0128,37720516.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso4,HEsperado,Are0128,49732244.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0128,28862486.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0128,28862486.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Promedio,Are0128,46410744.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso3,H18-20,Are0128,50902400.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso2,H15-17,Are0128,26582912.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso1,H94-96,Are0128,49524528.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso5,HContingencia,Are0056,71512928.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso4,HEsperado,Are0056,77994416.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0056,52442144.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0056,52442144.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Promedio,Are0056,87730792.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso3,H18-20,Are0056,116230832.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso2,H15-17,Are0056,59030184.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso1,H94-96,Are0056,57760772.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso5,HContingencia,Are0012,19255714.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso4,HEsperado,Are0012,23150000.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0012,17377142.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0012,17377142.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Promedio,Are0012,34485844.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso3,H18-20,Are0012,40185716.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso2,H15-17,Are0012,6498857.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso1,H94-96,Are0012,29391428.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso5,HContingencia,Are0002,124246920.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso4,HEsperado,Are0002,167262496.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0002,119277928.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0002,119277928.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Estocastico,Promedio,Are0002,177154896.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso3,H18-20,Are0002,219425152.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso2,H15-17,Are0002,96406184.0,2025,18
2025-05-04,4,2025-05-26,2025-06-01,Caso1,H94-96,Are0002,145625072.0,2025,18
2024-12-29,22,2025-05-26,2025-06-01,Caso4,HEsperado,Are0127,5090000.0,2024,52
2024-12-29,22,2025-05-26,2025-06-01,Caso2,H14-16,Are0127,4572714.5,2024,52
2024-12-29,22,2025-05-26,2025-06-01,Caso1,H93-95,Are0127,5379857.0,2024,52
2024-12-29,22,2025-05-26,2025-06-01,Caso3,H91-93,Are0127,2633571.5,2024,52
2024-12-29,22,2025-05-26,2025-06-01,Caso5,HContingencia,Are0127,4503000.0,2024,52
2024-12-29,22,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0127,1705428.625,2024,52
2024-12-29,22,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0127,1705428.625,2024,52
2024-12-29,22,2025-05-26,2025-06-01,Estocastico,Promedio,Are0127,4918501.5,2024,52
2024-12-29,22,2025-05-26,2025-06-01,Caso4,HEsperado,Are0010,341128576.0,2024,52
2024-12-29,22,2025-05-26,2025-06-01,Caso2,H14-16,Are0010,193685712.0,2024,52
2024-12-29,22,2025-05-26,2025-06-01,Caso1,H93-95,Are0010,285885728.0,2024,52
2024-12-29,22,2025-05-26,2025-06-01,Caso3,H91-93,Are0010,163785712.0,2024,52
2024-12-29,22,2025-05-26,2025-06-01,Caso5,HContingencia,Are0010,222185712.0,2024,52
2024-12-29,22,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0010,452071424.0,2024,52
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Promedio,Are0010,335576992.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso4,HEsperado,Are0128,49067156.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso5,HContingencia,Are0128,37731384.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso2,H15-17,Are0128,26557068.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso1,H94-96,Are0128,49548084.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso3,H18-20,Are0128,50837316.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0128,26123928.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0128,26123928.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Promedio,Are0128,48641260.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso4,HEsperado,Are0056,80542056.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso5,HContingencia,Are0056,71377872.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso2,H15-17,Are0056,58851672.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso1,H94-96,Are0056,57692972.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso3,H18-20,Are0056,116393400.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0056,39847228.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0056,39847228.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Promedio,Are0056,81922792.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso4,HEsperado,Are0012,23518572.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso5,HContingencia,Are0012,19774286.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso2,H15-17,Are0012,7109428.5,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso1,H94-96,Are0012,30262858.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso3,H18-20,Are0012,40185716.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0012,13280143.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0012,13280143.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Promedio,Are0012,29647088.0,2025,15
2025-05-18,2,2025-05-26,2025-06-01,Caso2,H15-17,Are0127,4572714.5,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso4,HEsperado,Are0127,5308428.5,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso3,H18-20,Are0127,7681000.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso5,HContingencia,Are0127,7050857.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0127,2617571.5,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0127,2617571.5,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Estocastico,Promedio,Are0127,6253967.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso1,H94-96,Are0127,5379857.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso2,H15-17,Are0010,194171424.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso4,HEsperado,Are0010,324214272.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso3,H18-20,Are0010,434328576.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso5,HContingencia,Are0010,260214288.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0010,506271424.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0010,341600000.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Estocastico,Promedio,Are0010,427894432.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso1,H94-96,Are0010,288300000.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso2,H15-17,Are0128,26927298.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso4,HEsperado,Are0128,49692372.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso3,H18-20,Are0128,50838744.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso5,HContingencia,Are0128,37603772.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0128,38469028.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0128,38469028.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Estocastico,Promedio,Are0128,56973164.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso1,H94-96,Are0128,49498516.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso2,H15-17,Are0056,59387344.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso4,HEsperado,Are0056,78050088.0,2025,20
2025-05-18,2,2025-05-26,2025-06-01,Caso3,H18-20,Are0056,116171256.0,2025,20
2025-01-14,20,2025-05-26,2025-06-01,Estocastico,Promedio,Are0128,44582052.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso2,H15-17,Are0128,26588826.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso1,H94-96,Are0128,49066684.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso4,HEsperado,Are0128,45131984.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso3,H92-94,Are0128,28045822.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso5,HContingencia,Are0128,33659128.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0056,30258308.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0056,30258308.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Estocastico,Promedio,Are0056,73912264.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso2,H15-17,Are0056,59017872.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso1,H94-96,Are0056,57390628.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso4,HEsperado,Are0056,86002400.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso3,H92-94,Are0056,23542380.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso5,HContingencia,Are0056,82649432.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0012,9161714.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0012,9161714.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Estocastico,Promedio,Are0012,26213688.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso2,H15-17,Are0012,7109428.5,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso1,H94-96,Are0012,29485714.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso4,HEsperado,Are0012,23350000.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso3,H92-94,Are0012,13180429.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso5,HContingencia,Are0012,16147143.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0002,74614736.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0002,74614736.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Estocastico,Promedio,Are0002,151026064.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso2,H15-17,Are0002,96456040.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso1,H94-96,Are0002,145033936.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso4,HEsperado,Are0002,178389952.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso3,H92-94,Are0002,96879288.0,2025,2
2025-01-14,20,2025-05-26,2025-06-01,Caso5,HContingencia,Are0002,85308040.0,2025,2
2025-04-15,7,2025-05-26,2025-06-01,Caso4,HEsperado,Are0002,169920288.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso5,HContingencia,Are0002,124294144.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso2,H15-17,Are0002,96387184.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso1,H94-96,Are0002,144810384.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso3,H18-20,Are0002,219379296.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0002,96342576.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0002,96342576.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Promedio,Are0002,169875648.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso4,HEsperado,Are0127,5774285.5,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso5,HContingencia,Are0127,7050857.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso2,H15-17,Are0127,4572714.5,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso1,H94-96,Are0127,5379857.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso3,H18-20,Are0127,7110571.5,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0127,2147000.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0127,2147000.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Promedio,Are0127,5490494.5,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso4,HEsperado,Are0010,328814272.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso5,HContingencia,Are0010,260228576.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso2,H15-17,Are0010,193471424.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso1,H94-96,Are0010,287700000.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Caso3,H18-20,Are0010,433900000.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0010,491385728.0,2025,15
2025-04-15,7,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0010,216785712.0,2025,15
2025-05-25,1,2025-05-26,2025-06-01,Caso4,HEsperado,Are0002,197865728.0,2025,21
2025-05-25,1,2025-05-26,2025-06-01,Caso1,H94-96,Are0002,144970112.0,2025,21
2025-05-25,1,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0002,128009848.0,2025,21
2025-05-25,1,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0002,128009848.0,2025,21
2025-05-25,1,2025-05-26,2025-06-01,Estocastico,Promedio,Are0002,170433648.0,2025,21
2025-04-27,5,2025-05-26,2025-06-01,Caso5,HContingencia,Are0010,260414288.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso1,H94-96,Are0010,287442848.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso4,HEsperado,Are0010,322842848.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso3,H18-20,Are0010,434400000.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0010,391342848.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0010,175942864.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Promedio,Are0010,263002288.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso2,H15-17,Are0010,193028576.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso5,HContingencia,Are0128,37775872.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso1,H94-96,Are0128,49494184.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso4,HEsperado,Are0128,49321216.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso3,H18-20,Are0128,50802956.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0128,23290358.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0128,23290358.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Promedio,Are0128,43014028.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso2,H15-17,Are0128,26562412.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso5,HContingencia,Are0056,71489560.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso1,H94-96,Are0056,57723628.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso4,HEsperado,Are0056,78100128.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso3,H18-20,Are0056,116360112.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0056,36236316.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0056,36236316.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Promedio,Are0056,70871840.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso2,H15-17,Are0056,58875544.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso5,HContingencia,Are0012,19772858.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso1,H94-96,Are0012,29377142.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso4,HEsperado,Are0012,23322858.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso3,H18-20,Are0012,40185716.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0012,7808571.5,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0012,7808571.5,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Promedio,Are0012,13659659.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso2,H15-17,Are0012,6614285.5,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso5,HContingencia,Are0002,124320648.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso1,H94-96,Are0002,145461664.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso4,HEsperado,Are0002,166790256.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso3,H18-20,Are0002,219377008.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0002,71596264.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0002,71596264.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Promedio,Are0002,130046992.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso2,H15-17,Are0002,96407608.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso5,HContingencia,Are0127,7050857.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso1,H94-96,Are0127,5379857.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso4,HEsperado,Are0127,5308428.5,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Caso3,H18-20,Are0127,7681000.0,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0127,2065857.125,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0127,2065857.125,2025,17
2025-04-27,5,2025-05-26,2025-06-01,Estocastico,Promedio,Are0127,5409895.5,2025,17
2024-03-18,63,2025-05-26,2025-06-01,Caso4,HContingencia,Are0012,23995714.0,2024,11
2024-03-18,63,2025-05-26,2025-06-01,Caso3,HEsperado,Are0012,22065714.0,2024,11
2024-03-18,63,2025-05-26,2025-06-01,Caso1,H92-94,Are0002,145500512.0,2024,11
2024-03-18,63,2025-05-26,2025-06-01,Caso2,H10-12,Are0002,207060128.0,2024,11
2024-03-18,63,2025-05-26,2025-06-01,Caso5,H16-18,Are0002,208013696.0,2024,11
2024-03-18,63,2025-05-26,2025-06-01,Estocastico,Percentil 95,Are0002,83976344.0,2024,11
2024-03-18,63,2025-05-26,2025-06-01,Estocastico,Percentil 5,Are0002,83976344.0,2024,11
2024-03-18,63,2025-05-26,2025-06-01,Estocastico,Promedio,Are0002,150814064.0,2024,11
2024-03-18,63,2025-05-26,2025-06-01,Caso4,HContingencia,Are0002,170210512.0,2024,11
2024-03-18,63,2025-05-26,2025-06-01,Caso3,HEsperado,Are0002,171236800.0,2024,11
2025-05-25,1,2025-05-26,2025-06-01,Caso3,H18-20,Are0127,7633714.5,2025,21
2025-05-25,1,2025-05-26,2025-06-01,Caso2,H15-17,Are0127,4544571.5,2025,21
2025-05-25,1,2025-05-26,2025-06-01,Caso5,HContingencia,Are0127,7007428.5,2025,21
2025-05-25,1,2025-05-26,2025-06-01,Caso4,HEsperado,Are0127,7037428.5,2025,21
